city,area,rooms,bathroom,parking,floor,animal,furniture,hoa,rental,property_tax,fire_insurance
Sao Paulo,40,1,1,0,NaN,0,0,0,750,0,12
Rio de Janeiro,205,2,2,0,12,1,1,1560,7000,132,91
Belo Horizonte,75,3,2,1,2,1,0,225,1600,119,22
Sao Paulo,126,3,2,2,5,1,0,900,3650,150,16
Sao Paulo,19,1,1,0,NaN,0,0,0,1200,41,16
Sao Paulo,130,3,2,2,1,1,1,1100,3500,584,45
Sao Paulo,360,5,4,0,7,0,0,4800,3000,2084,39
Sao Paulo,102,2,1,0,1,1,0,200,1700,17,22
Sao Paulo,290,3,3,1,5,1,0,2500,2500,340,32
Sao Paulo,47,2,1,1,1,0,0,500,1150,38,15
Sao Paulo,130,2,1,1,1,1,0,0,2200,180,28
Porto Alegre,75,3,2,1,2,1,0,240,1500,63,22
Rio de Janeiro,84,2,1,0,2,1,0,420,1700,85,22
Sao Paulo,25,1,1,1,16,0,1,344,2200,45,28
Sao Paulo,36,1,1,0,3,1,1,450,2500,30,32
Belo Horizonte,260,4,3,3,4,1,1,2650,3300,555,44
Rio de Janeiro,140,4,3,1,8,1,0,2173,7500,466,97
Sao Paulo,400,4,3,2,NaN,1,0,0,5650,338,85
Sao Paulo,47,1,1,0,2,1,0,198,1490,66,19
Rio de Janeiro,240,4,4,2,2,1,1,3690,12500,938,162
Sao Paulo,800,4,2,6,NaN,1,1,0,15000,1667,226
Sao Paulo,160,3,4,2,3,1,0,2462,8500,60,108
Rio de Janeiro,103,3,1,0,2,1,0,1300,3500,0,46
Sao Paulo,55,2,2,1,17,0,0,700,1680,0,22
Sao Paulo,300,4,4,5,11,1,0,3150,11000,1225,140
Sao Paulo,67,1,1,1,1,1,0,759,3120,350,40
Sao Paulo,175,3,5,3,15,1,0,2312,7650,1308,97
Rio de Janeiro,100,2,3,1,7,1,1,700,3170,84,41
Campinas,80,3,1,0,6,1,0,500,1000,30,13
Rio de Janeiro,60,2,1,1,4,1,0,750,1300,0,17
Rio de Janeiro,154,3,2,0,2,1,1,1200,12000,200,155
Sao Paulo,120,3,3,3,11,1,0,1800,2500,321,32
Campinas,160,2,1,2,NaN,1,0,0,3950,125,60
Belo Horizonte,105,3,2,2,3,1,0,1174,3700,350,50
Sao Paulo,110,2,2,0,NaN,0,1,0,3500,34,53
Rio de Janeiro,58,1,1,1,11,1,0,650,1050,56,14
Sao Paulo,60,3,1,0,3,1,0,550,1700,80,22
Rio de Janeiro,80,2,1,0,2,0,0,30,2900,34,38
Porto Alegre,35,1,1,0,1,1,0,120,1170,92,18
Sao Paulo,22,1,1,0,1,0,1,300,900,40,12
Porto Alegre,93,3,1,0,1,0,0,644,2400,143,36
Belo Horizonte,263,3,4,4,15,1,0,2565,13000,1437,174
Sao Paulo,150,3,1,2,NaN,1,0,0,3600,334,55
Sao Paulo,20,1,1,0,5,1,1,602,1800,130,23
Sao Paulo,250,4,2,1,NaN,1,1,0,3500,42,53
Sao Paulo,510,4,6,4,9,1,1,5300,5000,3167,64
Sao Paulo,57,2,2,2,10,1,0,900,1950,2,25
Campinas,58,2,1,1,1,1,1,400,2400,60,31
Belo Horizonte,200,3,3,1,2,1,0,0,2100,94,35
Sao Paulo,387,4,6,4,1,1,0,5200,6400,2792,82
Rio de Janeiro,200,4,2,2,NaN,1,0,0,4500,157,69
Porto Alegre,52,2,1,1,4,0,0,450,900,0,14
Sao Paulo,275,3,3,1,11,1,1,886,8850,0,113
Rio de Janeiro,76,2,2,2,8,1,0,780,2740,180,36
Sao Paulo,70,1,2,6,NaN,1,0,0,3290,417,50
Porto Alegre,68,3,2,1,4,1,1,586,2200,56,33
Sao Paulo,108,2,2,1,9,1,0,1726,5500,380,70
Porto Alegre,114,3,1,0,3,1,0,210,1700,75,25
Porto Alegre,90,2,2,1,2,1,0,300,1900,84,28
Rio de Janeiro,20,1,1,0,5,1,0,450,500,63,7
Belo Horizonte,51,3,1,1,2,1,0,170,1000,27,14
Belo Horizonte,550,5,5,3,NaN,1,0,0,14000,364,230
Porto Alegre,36,1,1,1,4,1,0,350,650,9,10
Sao Paulo,230,3,4,4,6,0,0,3350,11500,1250,146
Sao Paulo,35,1,1,1,NaN,1,0,0,1500,101,23
Porto Alegre,700,8,8,4,NaN,1,0,0,12000,0,214
Sao Paulo,140,3,2,1,1,1,1,700,6000,109,77
Porto Alegre,77,2,2,2,4,1,0,450,2000,0,30
Sao Paulo,75,2,1,1,2,1,0,532,1500,100,20
Porto Alegre,110,4,1,1,3,1,0,600,2200,2500,33
Rio de Janeiro,29,1,1,0,2,1,1,566,1341,50,18
Rio de Janeiro,84,3,1,1,3,1,0,300,1500,0,20
Sao Paulo,132,3,5,2,13,0,1,1630,10990,291,140
Rio de Janeiro,170,2,2,1,7,1,0,1300,4900,255,64
Porto Alegre,26,1,1,0,1,1,0,250,800,12,12
Campinas,73,3,1,1,4,1,0,308,850,46,11
Belo Horizonte,114,2,2,1,3,1,0,850,1600,1500,22
Rio de Janeiro,68,2,2,1,16,1,0,554,2000,211,26
Campinas,82,1,1,1,NaN,1,0,290,1200,82,16
Belo Horizonte,30,1,1,0,1,0,0,0,1200,65,16
Porto Alegre,69,2,2,1,9,1,0,380,2100,75,31
Sao Paulo,33,1,1,1,19,0,1,400,3413,0,12
Sao Paulo,84,2,2,1,14,1,0,782,5300,145,68
Campinas,620,5,6,4,17,1,0,7400,4860,1200,62
Sao Paulo,90,3,2,1,10,1,0,1686,3090,125,40
Sao Paulo,284,4,5,5,NaN,1,0,0,5500,200,83
Campinas,268,3,4,4,NaN,1,0,790,3500,509,53
Sao Paulo,100,3,4,4,NaN,1,0,0,3600,160,55
Rio de Janeiro,24,1,1,1,11,1,0,480,1420,359,19
Sao Paulo,64,2,1,1,24,0,0,592,1817,84,24
Sao Paulo,34,1,1,1,14,1,0,497,2800,81,36
Rio de Janeiro,86,2,1,0,3,1,1,1000,2400,205,31
Sao Paulo,54,1,1,1,18,1,0,800,7500,192,96
Belo Horizonte,128,3,2,2,2,1,0,580,1400,161,19
Belo Horizonte,250,2,3,2,NaN,1,0,0,3500,0,58
Campinas,295,7,6,4,NaN,0,1,0,6200,334,94
Rio de Janeiro,80,3,2,1,8,1,0,840,2500,115,33
Sao Paulo,500,3,3,5,NaN,1,1,0,15000,1125,226
Sao Paulo,120,1,2,0,NaN,1,0,0,761,129,10
Campinas,136,3,2,1,6,1,0,545,1274,87,17
Rio de Janeiro,170,3,2,2,13,1,1,1027,2500,291,33
Belo Horizonte,386,3,4,8,NaN,1,0,0,6500,730,107
Sao Paulo,19,1,1,0,NaN,0,0,0,1200,41,16
Sao Paulo,550,4,6,4,1,1,1,3200,14000,1917,178
Sao Paulo,384,3,5,3,NaN,1,0,0,10000,1050,151
Porto Alegre,48,1,1,0,4,1,0,250,750,21,11
Sao Paulo,98,2,1,1,4,1,0,1028,3080,129,40
Belo Horizonte,50,2,1,1,1,1,0,300,1100,68,15
Sao Paulo,53,2,2,1,9,0,0,722,2100,0,27
Sao Paulo,32,1,1,0,1,1,0,400,1990,0,26
Sao Paulo,47,1,2,1,11,1,0,740,3200,150,41
Sao Paulo,65,2,1,1,3,1,0,340,1440,0,19
Sao Paulo,56,1,1,2,7,0,1,1300,3958,242,51
Rio de Janeiro,140,2,2,1,5,0,0,1600,3950,500,51
Sao Paulo,45,1,1,0,1,0,0,0,1100,0,17
Rio de Janeiro,21,1,1,0,11,1,0,519,1200,0,16
Sao Paulo,70,2,2,0,2,1,1,1439,5500,315,70
Sao Paulo,120,2,3,2,5,1,1,1800,11500,250,146
Rio de Janeiro,90,2,2,0,5,1,0,1700,3700,350,48
Porto Alegre,25,1,1,0,3,1,0,143,2000,26,30
Sao Paulo,198,4,2,0,NaN,1,0,0,4000,500,61
Rio de Janeiro,80,2,2,1,4,0,1,700,5000,84,65
Sao Paulo,40,1,1,1,5,0,0,440,2800,100,36
Belo Horizonte,53,2,1,1,2,1,0,200,1000,74,14
Rio de Janeiro,75,2,2,1,8,1,0,682,2300,223,30
Rio de Janeiro,60,2,1,0,2,1,0,500,1300,100,17
Sao Paulo,142,3,2,2,6,1,1,2100,5440,584,69
Rio de Janeiro,160,3,2,2,3,1,0,2311,7609,689,99
Rio de Janeiro,26,1,1,0,9,1,0,976,1600,61,21
Sao Paulo,81,1,1,1,8,1,0,600,1150,67,16
Rio de Janeiro,50,1,1,0,2,1,1,564,1900,100,25
Belo Horizonte,62,2,1,1,3,1,0,100,1050,84,14
Belo Horizonte,55,1,1,0,NaN,0,0,0,1020,21,17
Sao Paulo,298,4,6,5,NaN,1,1,0,8450,750,128
Campinas,55,2,1,1,1,1,0,390,720,0,10
Rio de Janeiro,82,2,1,1,2,1,0,800,1500,40,20
Sao Paulo,40,1,1,1,10,0,1,2100,2200,223,28
Belo Horizonte,106,3,2,2,8,1,0,1400,2400,255,32
Sao Paulo,335,4,5,5,7,1,0,5000,4913,1667,63
Sao Paulo,60,2,2,1,10,1,0,750,3400,100,44
Sao Paulo,128,3,2,1,5,1,0,1000,3297,950,42
Sao Paulo,250,3,2,4,NaN,1,0,0,6000,875,91
Sao Paulo,500,4,4,5,NaN,1,1,0,9240,934,139
Sao Paulo,120,3,3,2,NaN,1,0,0,2750,125,42
Sao Paulo,300,4,4,4,3,1,0,3000,6500,1420,83
Rio de Janeiro,33,1,1,0,2,0,1,0,2110,0,28
Sao Paulo,177,3,3,4,NaN,1,0,0,4000,330,61
Rio de Janeiro,126,3,2,1,6,1,0,1105,2350,133,31
Sao Paulo,287,4,5,4,5,1,0,3311,3800,1744,49
Sao Paulo,250,3,4,4,NaN,1,0,0,8000,242,121
Belo Horizonte,200,3,3,3,NaN,1,1,200,4700,110,78
Belo Horizonte,235,4,2,4,NaN,1,0,0,4700,480,78
Sao Paulo,247,3,4,5,NaN,1,1,750,3400,234,44
Sao Paulo,100,2,1,0,NaN,1,0,0,1800,275,28
Rio de Janeiro,230,3,2,1,NaN,1,0,0,3260,84,50
Sao Paulo,350,4,5,4,NaN,1,1,4300,11000,1042,166
Sao Paulo,600,4,6,5,13,1,0,7200,6000,1167,77
Sao Paulo,187,3,2,3,NaN,0,1,1700,8400,584,127
Rio de Janeiro,32,1,1,0,4,1,0,700,3000,65,39
Sao Paulo,40,1,1,0,NaN,1,0,0,920,0,14
Sao Paulo,20,1,1,0,1,0,0,0,1000,10,13
Sao Paulo,250,5,4,3,NaN,1,0,0,3520,666,53
Sao Paulo,210,4,4,4,8,0,0,3000,5000,1250,64
Campinas,46,1,1,1,5,1,1,1300,1950,0,25
Sao Paulo,104,3,3,2,8,0,0,1400,4000,350,51
Sao Paulo,32,1,1,0,6,1,0,350,1600,0,21
Porto Alegre,115,3,2,2,4,1,0,1264,4500,166,66
Sao Paulo,64,2,1,1,8,1,1,800,2500,67,32
Sao Paulo,280,4,6,5,28,1,0,1800,11500,1417,146
Sao Paulo,80,2,1,1,6,1,0,400,1500,0,20
Sao Paulo,98,2,2,0,8,1,0,600,4500,0,58
Sao Paulo,70,2,2,1,2,1,0,410,1800,71,23
Campinas,40,1,1,1,1,1,0,790,1300,236,17
Campinas,200,3,2,3,NaN,1,0,0,2000,153,31
Campinas,600,4,6,3,NaN,1,0,1123,5500,819,83
Sao Paulo,65,2,2,1,20,1,1,1800,4900,177,63
Sao Paulo,320,4,5,3,NaN,1,0,0,5000,409,76
Sao Paulo,50,2,1,1,2,0,0,600,1150,50,15
Porto Alegre,42,1,1,1,1,1,1,650,2400,81,36
Porto Alegre,71,2,1,0,NaN,1,0,280,1600,34,24
Sao Paulo,50,1,1,0,2,0,0,150,720,0,10
Belo Horizonte,160,3,3,2,2,1,0,150,1700,0,23
Porto Alegre,70,2,1,0,3,1,0,350,1500,49,20
Sao Paulo,187,3,4,3,14,1,0,1700,14000,1209,178
Sao Paulo,186,4,5,4,11,1,0,1550,4100,1480,52
Campinas,76,2,1,0,2,1,0,300,700,100,9
Sao Paulo,50,2,1,1,2,0,1,399,1650,0,21
Sao Paulo,260,4,5,4,9,1,1,2014,3300,1000,42
Belo Horizonte,200,4,3,2,NaN,1,0,0,15000,456,246
Sao Paulo,35,1,1,0,18,1,0,250,1850,0,24
Sao Paulo,130,2,2,2,3,1,0,1752,6200,634,79
Sao Paulo,20,1,1,0,NaN,1,1,602,1800,130,23
Porto Alegre,78,2,1,0,2,1,0,280,1380,32,21
Porto Alegre,50,2,1,0,NaN,0,0,0,750,0,11
Belo Horizonte,476,3,2,2,NaN,0,0,0,6100,202,101
Sao Paulo,68,2,2,1,18,1,0,640,3400,95,44
Rio de Janeiro,110,2,2,1,14,1,0,910,1400,216,19
Sao Paulo,52,2,2,1,5,0,1,903,4000,300,51
Sao Paulo,360,3,5,3,14,0,0,3000,12500,125,159
Campinas,70,3,2,1,3,1,1,650,1300,55,17
Belo Horizonte,500,4,4,6,NaN,1,0,0,15000,1021,246
Porto Alegre,96,3,1,0,2,1,0,300,1000,42,15
Sao Paulo,54,2,2,1,11,1,0,954,2800,190,36
Sao Paulo,41,1,1,1,16,1,1,788,2387,17,31
Rio de Janeiro,130,3,2,1,5,1,0,1300,2820,300,37
Sao Paulo,87,2,2,1,4,1,0,969,6675,167,85
Sao Paulo,340,3,5,5,NaN,1,0,0,6000,2000,91
Rio de Janeiro,120,3,1,1,2,1,0,800,2200,84,29
Sao Paulo,90,2,1,2,NaN,1,0,0,1480,225,23
Sao Paulo,55,1,1,1,14,0,1,1000,4950,225,63
Belo Horizonte,160,3,2,2,4,0,0,718,3100,183,42
Belo Horizonte,30,1,1,1,1,0,0,50,900,19,12
Belo Horizonte,103,3,2,1,3,0,0,489,1400,101,19
Belo Horizonte,45,1,1,1,7,0,0,440,1500,91,20
Sao Paulo,300,4,3,8,NaN,1,0,0,4500,667,68
Sao Paulo,72,2,2,2,7,1,0,150,3700,184,47
Porto Alegre,70,3,2,0,2,1,1,300,2240,59,33
Rio de Janeiro,133,1,2,1,6,1,1,1200,7000,367,91
Sao Paulo,50,2,1,0,3,1,1,372,1449,0,19
Porto Alegre,69,3,1,1,5,1,0,450,1100,75,17
Porto Alegre,42,1,2,1,6,1,0,500,2000,0,30
Belo Horizonte,55,2,2,1,5,1,0,278,1300,111,18
Sao Paulo,117,3,2,2,10,1,1,870,2400,124,31
Sao Paulo,56,2,1,1,13,1,0,580,2540,25,33
Rio de Janeiro,50,1,1,1,5,1,0,700,1000,0,13
Sao Paulo,450,4,6,4,NaN,1,0,0,10000,750,127
Sao Paulo,62,3,1,1,8,1,0,750,1260,59,16
Sao Paulo,300,5,3,1,NaN,1,0,0,10000,0,151
Sao Paulo,141,3,3,1,1,1,1,1798,3800,372,49
Porto Alegre,44,1,1,0,1,0,0,210,950,33,14
Rio de Janeiro,40,1,1,0,3,1,0,350,2400,56,31
Sao Paulo,230,2,1,8,NaN,1,0,0,4500,720,68
Sao Paulo,278,4,3,3,3,1,0,3790,10000,1514,127
Sao Paulo,35,1,1,0,NaN,1,0,0,1100,30,14
Sao Paulo,130,3,2,2,NaN,1,0,0,3400,299,52
Sao Paulo,264,4,4,4,9,1,0,3200,14450,1792,184
Belo Horizonte,93,3,2,0,17,1,0,620,1750,99,24
Sao Paulo,69,3,2,2,6,0,0,798,2200,84,28
Rio de Janeiro,72,2,1,1,7,1,0,765,1800,97,24
Sao Paulo,66,2,1,1,5,0,0,550,2000,30,26
Sao Paulo,44,1,1,1,1,1,0,700,1400,142,18
Belo Horizonte,227,3,4,1,12,0,0,1400,2550,208,34
Porto Alegre,100,2,1,1,3,1,1,490,3400,172,50
Sao Paulo,90,2,2,0,2,0,0,180,1800,375,23
Sao Paulo,20,1,1,0,NaN,1,1,602,1800,130,23
Sao Paulo,70,1,1,1,2,0,1,1000,2600,125,33
Sao Paulo,135,2,3,3,8,1,1,1600,4200,459,54
Sao Paulo,450,4,4,6,NaN,1,0,0,9000,1917,136
Sao Paulo,217,3,1,1,NaN,1,1,0,3000,200,46
Sao Paulo,300,4,5,4,7,0,0,1660,3200,1875,41
Sao Paulo,84,2,2,0,12,0,0,1500,6300,454,80
Porto Alegre,272,3,4,3,NaN,0,0,0,3990,187,71
Sao Paulo,43,2,1,1,16,1,0,294,1050,36,14
Sao Paulo,400,4,4,0,NaN,1,0,2100,4500,1520,68
Porto Alegre,48,1,1,0,2,1,0,220,900,22,14
Porto Alegre,71,2,2,1,2,1,0,341,892,59,14
Sao Paulo,100,6,7,5,NaN,1,0,0,10660,2167,161
Sao Paulo,225,4,2,2,11,1,0,2150,6500,642,83
Sao Paulo,280,3,2,0,7,1,0,2300,3000,417,39
Belo Horizonte,62,2,1,1,2,1,0,0,1300,75,18
Sao Paulo,330,5,3,6,NaN,1,0,0,10500,1667,158
Sao Paulo,90,3,2,1,2,1,0,945,2000,5,26
Sao Paulo,60,2,1,1,7,1,0,460,1230,100,16
Rio de Janeiro,67,3,2,0,1,0,0,1102,2810,179,37
Sao Paulo,287,4,5,3,NaN,1,0,0,10000,955,151
Sao Paulo,156,3,2,1,NaN,1,0,0,6400,59,97
Sao Paulo,273,4,4,2,4,0,0,2306,9000,417,115
Sao Paulo,320,3,3,4,NaN,1,0,0,9000,1000,136
Porto Alegre,330,3,4,2,NaN,1,1,630,9000,375,160
Sao Paulo,50,1,1,1,NaN,1,0,0,900,59,14
Rio de Janeiro,15,1,1,0,4,0,0,0,908,0,12
Porto Alegre,100,3,1,1,3,1,0,580,1240,69,19
Sao Paulo,50,1,2,0,NaN,0,0,0,1510,0,23
Campinas,60,2,1,1,3,1,0,314,1000,0,13
Rio de Janeiro,40,1,1,0,2,1,0,928,1950,61,26
Sao Paulo,312,3,6,3,NaN,1,1,0,6300,1063,95
Sao Paulo,86,2,1,1,12,1,0,1000,3007,84,39
Rio de Janeiro,280,4,4,2,3,1,0,2489,9850,1255,127
Belo Horizonte,260,4,4,6,10,1,1,3200,11900,12500,159
Porto Alegre,68,2,1,1,5,1,0,600,800,500,12
Rio de Janeiro,58,2,2,1,11,1,0,688,800,0,11
Campinas,68,2,1,0,NaN,1,0,0,1650,14,25
Sao Paulo,60,2,2,1,14,0,1,2435,2600,184,33
Campinas,47,1,1,0,8,1,0,423,520,13,7
Campinas,87,3,2,1,4,1,0,740,1173,90,15
Sao Paulo,51,1,1,0,32,0,0,429,3250,37,42
Sao Paulo,120,2,2,1,4,0,0,1400,1450,21,19
Campinas,52,2,1,1,8,1,1,1200,2280,0,29
Rio de Janeiro,56,2,1,1,4,1,0,825,960,17,13
Campinas,50,1,1,1,2,0,0,393,647,15,9
Sao Paulo,1000,4,5,7,5,1,0,8362,6800,4170,87
Sao Paulo,36,1,1,1,11,0,1,450,3800,55,49
Sao Paulo,260,2,4,4,14,1,0,3495,3455,1350,44
Sao Paulo,55,2,1,1,11,1,1,408,1700,35,22
Sao Paulo,150,2,3,1,NaN,1,0,0,1650,0,25
Sao Paulo,146,3,3,3,11,0,0,1655,7000,442,89
Sao Paulo,320,3,4,3,NaN,1,0,0,12000,2250,181
Rio de Janeiro,70,2,1,1,2,1,0,750,2200,93,29
Campinas,69,3,2,2,11,1,0,582,2000,142,26
Campinas,100,4,2,1,NaN,1,0,0,1600,125,25
Sao Paulo,50,1,1,0,3,1,0,350,2800,0,36
Sao Paulo,33,1,1,0,12,1,0,300,1650,0,21
Sao Paulo,230,3,4,4,NaN,0,1,0,5500,200,83
Sao Paulo,120,3,4,3,13,1,0,1350,5600,560,71
Sao Paulo,55,1,2,0,17,0,0,508,1800,58,23
Sao Paulo,20,1,1,0,3,1,1,402,2800,68,36
Campinas,55,1,1,1,8,0,0,360,1100,22,14
Porto Alegre,46,1,1,1,3,1,0,100,1100,100,17
Sao Paulo,48,2,1,1,3,1,0,328,1550,54,20
Rio de Janeiro,95,2,1,0,6,1,0,775,1670,200,22
Sao Paulo,330,4,4,5,NaN,1,1,0,10000,750,151
Sao Paulo,50,2,1,1,15,1,0,650,1300,34,17
Campinas,79,2,2,2,1,1,0,955,1000,78,13
Campinas,60,2,1,1,NaN,0,0,0,830,0,13
Campinas,35,1,1,1,NaN,0,1,0,1000,0,16
Sao Paulo,550,4,5,6,21,1,0,7100,10500,3942,134
Sao Paulo,380,4,4,3,1,1,0,2300,8000,2180,102
Sao Paulo,85,2,1,0,4,1,1,620,2190,0,28
Sao Paulo,50,2,1,0,6,1,0,405,1900,0,25
Sao Paulo,167,3,4,3,6,0,0,1800,9000,613,115
Porto Alegre,60,2,1,1,4,1,0,150,1000,63,15
Sao Paulo,147,3,4,2,2,1,1,1078,11000,334,140
Sao Paulo,113,3,2,1,4,1,0,1000,3000,50,39
Sao Paulo,136,3,4,3,13,1,0,1505,6100,433,78
Belo Horizonte,25,1,1,1,1,0,0,0,500,38,7
Sao Paulo,50,2,1,1,10,1,0,482,1300,0,17
Sao Paulo,173,3,4,3,2,1,0,3000,1950,796,25
Sao Paulo,272,3,5,4,8,1,0,3900,7000,0,89
Sao Paulo,70,3,1,0,NaN,1,0,0,1300,0,20
Sao Paulo,57,1,2,0,17,1,0,670,1400,0,18
Belo Horizonte,350,5,5,2,5,1,1,730,4000,298,54
Rio de Janeiro,311,4,3,1,8,1,1,2000,15000,500,194
Sao Paulo,71,2,2,2,14,0,0,511,3000,203,39
Sao Paulo,90,2,1,1,2,1,0,1000,3000,50,39
Belo Horizonte,500,3,1,2,NaN,1,0,0,1280,109,21
Sao Paulo,250,3,3,2,7,0,1,1400,5380,234,69
Sao Paulo,369,4,4,5,12,1,1,4074,15000,2917,191
Sao Paulo,100,2,4,1,NaN,1,0,380,3500,167,53
Sao Paulo,240,4,4,4,8,1,1,3033,2890,1398,37
Belo Horizonte,230,4,5,4,3,1,0,2300,9240,1262,124
Sao Paulo,125,3,2,2,NaN,1,1,0,3000,150,46
Rio de Janeiro,70,2,1,1,15,0,0,660,1500,100,20
Rio de Janeiro,40,2,2,0,2,1,0,716,1000,55,13
Sao Paulo,300,3,3,4,NaN,1,0,0,7900,862,119
Sao Paulo,79,2,2,1,2,0,0,702,1600,0,21
Sao Paulo,46,1,1,1,7,1,0,450,2400,0,31
Rio de Janeiro,40,2,1,0,4,1,0,270,1490,0,20
Rio de Janeiro,50,1,1,0,5,1,0,985,2308,138,30
Campinas,235,4,4,3,13,1,0,3450,5500,541,70
Sao Paulo,480,4,4,4,12,1,1,6500,15000,2084,191
Sao Paulo,123,3,2,2,7,0,0,1000,2450,250,32
Sao Paulo,100,4,5,4,1,1,0,3800,2750,1417,35
Belo Horizonte,400,6,5,5,NaN,1,0,0,7500,417,123
Rio de Janeiro,75,2,1,0,10,0,0,600,1850,123,24
Sao Paulo,45,1,1,0,12,0,0,413,3400,81,44
Rio de Janeiro,50,2,1,1,11,1,0,420,1600,13,21
Belo Horizonte,137,3,2,0,2,0,0,0,2000,0,27
Porto Alegre,45,1,1,1,6,1,0,195,1800,0,27
Sao Paulo,60,2,1,1,7,1,0,800,1800,0,23
Sao Paulo,68,2,1,0,2,1,0,800,1500,10,20
Sao Paulo,66,2,2,1,1,0,0,1141,1275,166,17
Sao Paulo,52,2,1,1,6,0,1,540,2800,0,36
Belo Horizonte,460,5,8,5,NaN,0,0,0,7320,0,121
Sao Paulo,100,2,2,5,NaN,1,0,0,6800,667,103
Rio de Janeiro,52,1,1,0,1,1,0,150,1200,65,16
Campinas,42,1,1,0,5,0,0,587,950,34,13
Sao Paulo,127,3,2,2,9,1,0,1500,4000,505,51
Porto Alegre,72,3,1,1,2,1,1,531,1599,128,24
Sao Paulo,82,3,2,2,6,1,1,1490,2230,145,29
Sao Paulo,250,4,4,4,4,1,0,2850,8500,1167,108
Porto Alegre,30,1,1,0,11,1,0,260,1300,34,19
Sao Paulo,600,4,5,3,NaN,1,0,6500,15000,334,226
Porto Alegre,67,2,2,1,8,1,0,300,1700,0,25
Sao Paulo,67,1,2,2,17,1,0,965,2230,271,29
Porto Alegre,41,1,1,0,13,1,0,500,2300,42,34
Sao Paulo,300,4,3,1,9,0,1,2300,8000,768,102
Sao Paulo,50,2,2,0,NaN,0,0,0,1100,80,17
Sao Paulo,75,3,2,1,8,0,0,705,1900,70,25
Sao Paulo,50,1,1,0,NaN,0,0,0,1000,0,16
Campinas,65,2,1,2,2,1,0,785,800,136,11
Sao Paulo,129,3,4,2,3,1,0,1217,5155,562,66
Sao Paulo,100,1,2,2,11,1,0,1884,5850,472,75
Porto Alegre,116,4,3,1,3,1,1,450,2700,64,40
Sao Paulo,300,3,3,4,NaN,1,0,0,9000,650,136
Porto Alegre,45,1,1,1,9,0,1,1080,3300,117,49
Sao Paulo,43,1,1,0,11,1,0,440,2000,9,26
Sao Paulo,25,1,1,0,7,1,0,430,1610,0,21
Rio de Janeiro,410,4,5,2,NaN,1,1,0,4000,584,61
Sao Paulo,126,4,2,2,4,1,0,870,3000,290,39
Sao Paulo,350,5,4,3,16,1,0,3000,15000,1265,191
Sao Paulo,25,1,1,0,NaN,0,1,0,1750,0,23
Sao Paulo,48,2,1,1,15,0,0,400,1260,42,16
Sao Paulo,300,3,2,2,NaN,1,1,0,8820,163,133
Rio de Janeiro,80,2,1,0,6,1,0,800,2800,92,37
Rio de Janeiro,163,3,3,0,2,1,0,1600,6400,400,83
Sao Paulo,93,3,1,2,8,1,0,350,1550,100,20
Belo Horizonte,65,1,1,1,10,1,0,791,3600,170,48
Rio de Janeiro,47,1,1,0,7,1,1,730,2000,102,26
Sao Paulo,260,4,6,5,NaN,1,0,0,6000,667,91
Rio de Janeiro,80,3,1,0,2,1,0,360,1510,15,20
Porto Alegre,37,1,1,0,6,1,1,430,2220,84,33
Sao Paulo,126,3,2,2,13,1,0,1280,2400,334,31
Belo Horizonte,220,4,4,3,NaN,0,0,0,2602,234,43
Sao Paulo,160,3,5,2,NaN,1,0,0,12000,334,181
Campinas,100,3,2,1,1,1,0,400,1700,0,22
Sao Paulo,29,1,1,0,7,0,1,355,2900,50,37
Sao Paulo,192,4,5,4,11,0,1,2800,15000,90,191
Sao Paulo,60,2,1,0,3,0,0,400,1300,0,17
Belo Horizonte,40,2,1,0,11,0,0,330,1100,0,15
Sao Paulo,339,4,5,4,13,1,1,2800,15000,1440,191
Porto Alegre,115,3,3,1,6,1,0,450,3250,200,48
Rio de Janeiro,27,1,1,0,5,0,1,600,3000,61,39
Porto Alegre,47,1,1,1,1,0,1,400,2200,0,33
Sao Paulo,197,3,4,3,16,1,1,2400,6502,1167,83
Sao Paulo,44,1,1,1,3,1,0,560,3450,0,13
Sao Paulo,226,4,5,6,14,1,0,2860,12000,917,153
Sao Paulo,100,2,1,1,10,0,1,1095,2900,234,37
Belo Horizonte,300,4,3,4,NaN,1,0,0,7500,942,123
Porto Alegre,75,3,2,2,8,1,0,500,1700,75,25
Sao Paulo,160,2,1,3,NaN,1,0,0,4000,0,61
Campinas,53,1,1,0,6,1,0,403,500,15,7
Rio de Janeiro,80,3,2,0,10,0,1,600,1105,47,15
Porto Alegre,43,1,1,1,12,0,1,350,2200,42,33
Sao Paulo,330,4,5,5,22,0,0,4711,4500,0,58
Sao Paulo,353,5,7,5,12,1,0,4800,10000,1917,127
Sao Paulo,52,2,1,0,3,1,0,0,1340,0,17
Sao Paulo,185,3,3,2,5,1,0,1900,3280,100,42
Rio de Janeiro,90,2,1,0,9,1,0,650,960,90,13
Campinas,48,1,1,0,13,1,0,250,950,42,13
Belo Horizonte,82,2,2,2,11,0,0,567,3800,303,51
Sao Paulo,90,3,2,1,2,1,1,1016,1631,100,21
Porto Alegre,42,1,1,1,2,0,0,280,800,280,12
Campinas,290,4,3,1,5,1,0,1350,2600,192,33
Sao Paulo,350,4,5,2,NaN,1,0,0,5000,325,76
Campinas,110,3,3,2,NaN,1,0,560,3200,1056,49
Campinas,50,1,1,1,1,1,0,480,1200,52,16
